KPD 2025.,,
Šifra,Naziv,
A,"PROIZVODI POLJOPRIVREDE, ŠUMARSTVA I RIBARSTVA",
01,"Biljni i stočarski proizvodi, proizvodi lovstva i usluge povezane s njima",
14.29.2,Pribor za odjeću od kože; odjeća od pusta (filca) ili netkanog tekstila; odjeća od prevučenog tekstila  ,,,,,
14.29.21,"Pribor za odjeću od kože ili umjetne kože, osim sportskih rukavica  ",,,,,
14.29.22,"Odjeća od pusta (filca) ili netkanog tekstila, odjeća od prevučenog ili impregniranog tekstila  ",,,,,
14.29.3,Šeširi i kape ,,,,,
14.29.31,"Oblici za šešire, tijela šešira i kape od pusta; tuljci i konusi od pusta; oblici za šešire, pleteni ili izrađeni sastavljanjem vrpci raznih materijala  ",,,,,
14.29.32,"Šeširi i pokrivala za glavu od pusta, pleteni ili izrađeni sastavljanjem vrpci od bilo kojeg materijala, pleteni ili kukičani ili izrađeni od čipke ili neke druge tkanina u komadu; mrežice za kosu ",,,,,
14.29.33,"Ostala pokrivala za glavu, osim pokrivala od gume ili plastike, zaštitnih pokrivala i azbestnih pokrivala za glavu; vrpce za unutarnje opšivanje pokrivala za glavu, podstave, navlake, osnove, okviri, štitnici i vrpce za vezanje ispod glave  ",,,,,
14.29.9,"Podugovarateljski poslovi kao dio proizvodnje ostale odjeće i pribora za odjeću, d. n.",,,,,
14.29.99,"Podugovarateljski poslovi kao dio proizvodnje ostale odjeće i pribora za odjeću, d. n.",,,,,
15,Koža i srodni proizvodi od drugih materijala,,,,,
15.1,"Štavljena, obrađena, bojena koža i krzno; putne i ručne torbe, sedlarski i remenarski proizvodi",,,,,
15.11,"Štavljena, obrađena, bojena koža i krzno",,,,,
15.11.1,Štavljena ili obrađena krzna,,,,,
15.11.10,Štavljena ili obrađena krzna,,,,,
15.11.2,Semiš-koža; lakirana koža i lakirana laminirana koža; metalizirana koža,,,,,
15.11.21,Semiš-koža,,,,,
15.11.22,Lakirana koža i lakirana laminirana koža; metalizirana koža,,,,,
15.11.3,"Koža, goveđa ili kopitara, bez dlake",,,,,
15.11.31,"Goveđa koža, bez dlake, cijela",,,,,
15.11.32,"Goveđa koža, bez dlake, necijela",,,,,
15.11.33,"Koža kopitara, bez dlake",,,,,
15.11.4,"Koža, ovčja, kozja ili svinjska, bez dlake",,,,,
15.11.41,"Ovčja ili janjeća koža, bez vune",,,,,
15.11.42,"Kozja ili jareća koža, bez dlake",,,,,
15.11.43,Svinjska koža,,,,,
15.11.5,Koža ostalih životinja; umjetna koža na osnovi kože,,,,,
15.11.51,"Koža ostalih životinja, bez dlake",,,,,
15.11.52,Umjetna koža na osnovi kože ili kožnih vlakana,,,,,
15.11.9,"Podugovarateljski poslovi kao dio proizvodnje štavljene, obrađene, bojene kože i krzna",,,,,
15.11.99,"Podugovarateljski poslovi kao dio proizvodnje štavljene, obrađene, bojene kože i krzna",,,,,
15.12,"Sedlarski i remenarski proizvodi; putne torbe, ručne torbe i slično; ostali proizvodi od kože",,,,,
15.12.1,"Sedlarski i remenarski proizvodi; putne torbe, ručne torbe i slično; ostali proizvodi od kože",,,,,
15.12.11,"Sedlarski i remenarski proizvodi za sve vrste životinja, od svih vrsta materijala",,,,,
15.12.12,"Putne torbe, ručne torbe i slično, od kože, umjetne kože, folija od plastike, tekstilnih materijala, vulkanfibera ili kartona; putni setovi za osobnu toaletu, šivanje, ili čišćenje cipela ili odijela",,,,,
15.12.13,Remeni (osim od metala) i narukvice za ručne satove te njihovi dijelovi,,,,,
15.12.19,"Ostali proizvodi od kože ili umjetne kože, d. n.",,,,,
15.12.9,"Podugovarateljski poslovi kao dio proizvodnje sedlarskih i remenarskih proizvoda, putnih i ručnih torbi i sličnog; ostali proizvodi od kože",,,,,
15.12.99,"Podugovarateljski poslovi kao dio proizvodnje sedlarskih i remenarskih proizvoda, putnih i ručnih torbi i sličnog; ostali proizvodi od kože",,,,,
15.2,Obuća,,,,,
15.20,Obuća,,,,,
15.20.1,"Obuća, osim sportske i zaštitne obuće te ortopedskih cipela",,,,,
15.20.11,"Nepromočiva obuća s vanjskim potplatima i gornjim dijelom od gume ili plastike, osim obuće sa zaštitnom metalnom kapicom",,,,,
15.20.12,"Obuća s vanjskim potplatima i gornjim dijelom od gume ili plastike, osim nepromočive ili sportske obuće",,,,,
15.20.13,"Obuća s gornjim dijelom od kože, osim sportske obuće, obuće sa zaštitnom metalnom kapicom i raznovrsne posebne obuće",,,,,
15.20.14,"Obuća s gornjim dijelom od tekstila, osim sportske obuće",,,,,
15.20.2,Sportska obuća,,,,,
15.20.21,"Obuća za tenis, košarku, gimnastiku, vježbanje i slično",,,,,
15.20.22,"Ostala sportska obuća, osim obuće za skijanje, klizaljki i koturaljki",,,,,
15.20.3,Zaštitna i ostala obuća,,,,,
15.20.31,Obuća sa zaštitnom metalnom kapicom,,,,,
15.20.32,"Obuća od drva, raznovrsna specijalna i ostala obuća",,,,,
15.20.4,"Dijelovi obuće od kože, gume, plastike i drugih materijala",,,,,
15.20.40,"Dijelovi obuće od kože, gume, plastike i drugih materijala",,,,,
15.20.9,Podugovarateljski poslovi kao dio proizvodnje obuće,,,,,
15.20.99,Podugovarateljski poslovi kao dio proizvodnje obuće,,,,,
16,"Drvo i proizvodi od drva i pluta, osim namještaja; proizvodi od slame i pletarskih materijala",,,,,
16.1,"Drvo, piljeno i blanjano; usluge obrade i dorade drva",,,,,
16.11,"Drvo, piljeno i blanjano",,,,,
16.11.1,"Drvo, obrađeno po dužini piljenjem ili glodanjem, rezano ili ljušteno, debljine > 6 mm; drveni željeznički ili tramvajski pragovi, neimpregnirani",,,,,
16.11.11,"Drvo, obrađeno po dužini piljenjem ili glodanjem, rezano ili ljušteno, debljine > 6 mm, od četinjača",,,,,
16.11.12,"Drvo, obrađeno po dužini piljenjem ili glodanjem, rezano ili ljušteno, debljine > 6 mm, od listača",,,,,
16.11.13,"Drveni željeznički ili tramvajski pragovi (uključujući skretničku građu), neimpregnirani",,,,,
16.11.2,Drvo kontinuirano oblikovano po dužini bilo kojeg ruba ili lica; drvna vuna; drvno brašno; drvo u obliku iverja ili sličnih čestica,,,,,
16.11.21,"Drvo, kontinuirano oblikovano po dužini bilo kojeg ruba ili lica, od četinjača",,,,,
16.11.22,"Drvo, kontinuirano oblikovano po dužini bilo kojeg ruba ili lica, od bambusa",,,,,
16.11.23,"Drvo, kontinuirano oblikovano po dužini bilo kojeg ruba ili lica, od drugih vrsta drva",,,,,
16.11.24,Drvna vuna; drvno brašno,,,,,
16.11.25,Drvo u obliku iverja ili sličnih čestica,,,,,
16.11.3,"Grubo obrađeno drvo; željeznički i tramvajski pragovi (skretnička građa) od drva, impregnirani ili drugačije obrađeni",,,,,
16.11.31,"Grubo obrađeno drvo, zaštićeno bojom, kreozotom ili drugim sredstvima",,,,,
16.11.32,"Željeznički i tramvajski pragovi (skretnička građa) od drva, impregnirani",,,,,
16.11.33,Ostalo grubo obrađeno drvo,,,,,
16.11.9,Podugovarateljski poslovi kao dio proizvodnje drva piljenog i blanjanog drva,,,,,
16.11.99,Podugovarateljski poslovi kao dio proizvodnje drva piljenog i blanjanog drva,,,,,
16.12,Usluge obrade i dorade drva,,,,,
16.12.0,Usluge obrade i dorade drva,,,,,
16.12.00,Usluge obrade i dorade drva,,,,,
16.2,"Proizvodi od drva, pluta, slame i pletarskih materijala",,,,,
16.21,Furnirane ploče i ostale ploče od drva,,,,,
16.21.1,"Šperploče, furnirane ploče i slično laminirano drvo; ploče iverice i slične ploča od drva i drugih drvenastih (ligninskih) materijala",,,,,
16.21.11,"Šperploče, furnirane ploče i slično laminirano drvo, od bambusa",,,,,
16.21.12,Ploče iverice,,,,,
16.21.13,Ploče s usmjerenim vlaknima,,,,,
16.21.14,Ostale ploče od drva i drugih drvenastih (ligninskih) materijala,,,,,
16.21.15,Ploče vlaknatice od drva i drugih drvenastih (ligninskih) materijala,,,,,
16.21.16,"Šperploče, furnirane ploče i slično laminirano drvo, od četinjača",,,,,
16.21.17,"Šperploče, furnirane ploče i slično laminirano drvo, s barem vanjskim slojem od tropskog drva",,,,,
16.21.18,"Šperploče, furnirane ploče i slično laminirano drvo, od drugih vrsta drva",,,,,
16.21.2,Listovi furnira; listovi za šperploče; zgusnuto (sabijeno) drvo,,,,,
16.21.21,"Zgusnuto (sabijeno) drvo u blokovima, pločama, trakama ili profiliranim oblicima",,,,,
16.21.22,"Listovi furnira i listovi za šperploče i ostalo drvo piljeno po dužini, rezano ili ljušteno, debljine ≤ 6 mm, od četinjača",,,,,
16.21.23,"Listovi furnira i listovi za šperploče i ostalo drvo piljeno po dužini, rezano ili ljušteno, debljine ≤ 6 mm, od tropskog drva",,,,,
16.21.24,"Listovi furnira i listovi za šperploče i ostalo drvo piljeno po dužini, rezano ili ljušteno, debljine ≤ 6 mm, od drugih vrsta drva",,,,,
16.21.9,Podugovarateljski poslovi kao dio proizvodnje furnira i ostalih ploča od drva,,,,,
16.21.99,Podugovarateljski poslovi kao dio proizvodnje furnira i ostalih ploča od drva,,,,,
16.22,Sastavljeni parket,,,,,
16.22.1,Sastavljeni parket,,,,,
16.22.10,Sastavljeni parket,,,,,
16.22.9,Podugovarateljski poslovi kao dio proizvodnje sastavljenog parketa,,,,,
16.22.99,Podugovarateljski poslovi kao dio proizvodnje sastavljenog parketa,,,,,
16.23,Ostala građevna stolarija i elementi,,,,,
16.23.1,"Građevna stolarija i elementi (osim montažnih zgrada), od drva",,,,,
16.23.11,"Oplate za betonske radove u građevinarstvu i šindra, od drva",,,,,
16.23.12,Obrađeni proizvodi od konstrukcijskog drva,,,,,
16.23.19,"Građevna stolarija i elementi od drva, d. n.",,,,,
16.23.2,Montažne kuće od drva,,,,,
16.23.20,Montažne kuće od drva,,,,,
16.23.9,Podugovarateljski poslovi kao dio proizvodnje ostale građevne stolarije i elemenata,,,,,
16.23.99,Podugovarateljski poslovi kao dio proizvodnje ostale građevne stolarije i elemenata,,,,,
16.24,Ambalaža od drva,,,,,
16.24.1,Ambalaža od drva,,,,,
16.24.11,"Palete, sandučaste palete i druga utovarna ambalaža od drva",,,,,
16.24.12,Bačve i bačvarski proizvodi od drva,,,,,
16.24.13,Ostala drvena ambalaža i njezini dijelovi,,,,,
16.24.9,Podugovarateljski poslovi kao dio proizvodnje ambalaže od drva,,,,,
16.24.99,Podugovarateljski poslovi kao dio proizvodnje ambalaže od drva,,,,,
16.25,"Prozori, vrata-prozori i njihovi okviri, vrata, dovratnici i pragovi od drva",,,,,
16.25.1,"Prozori, vrata-prozori i njihovi okviri, vrata, dovratnici i pragovi od drva",,,,,
16.25.10,"Prozori, vrata-prozori i njihovi okviri, vrata, dovratnici i pragovi od drva",,,,,
16.25.9,"Podugovarateljski poslovi kao dio proizvodnje prozora, vrata-prozora i njihovih okvira, vrata, dovratnika i pragova od drva",,,,,
16.25.99,"Podugovarateljski poslovi kao dio proizvodnje prozora, vrata-prozora i njihovih okvira, vrata, dovratnika i pragova od drva",,,,,
16.26,Kruta goriva iz biljne biomase,,,,,
16.26.1,Kruta goriva iz biljne biomase,,,,,
16.26.10,Kruta goriva iz biljne biomase,,,,,
16.26.9,Podugovarateljski poslovi kao dio proizvodnje krutih goriva iz biljne biomase,,,,,
16.26.99,Podugovarateljski poslovi kao dio proizvodnje krutih goriva iz biljne biomase,,,,,
16.27,Usluge dorade proizvoda od drva,,,,,
16.27.0,Usluge dorade proizvoda od drva,,,,,
16.27.00,Usluge dorade proizvoda od drva,,,,,
16.28,"Ostali proizvodi od drva i pluta, slame i pletarskih materijala",,,,,
16.28.1,Ostali proizvodi od drva,,,,,
16.28.11,"Alati, tijela i dršci alata, tijela i dršci za metle i četke, blokovi za proizvodnju lula za pušenje, kalupi za cipele i čizme, od drva",,,,,
16.28.12,"Stolno i kuhinjsko posuđe i pribor, od drva",,,,,
16.28.13,"Sitni galanterijski proizvodi od drva, intarzija od drva, kutije za nakit ili pribor za jelo i slični proizvodi od drva, kipići i ostali ukrasi, od drva",,,,,
16.28.14,"Drveni okviri za slike, fotografije, zrcala i slične predmete te ostali proizvodi od drva",,,,,
16.28.2,"Proizvodi od pluta, slame ili drugih pletarskih materijala; košarački i pletarski proizvodi",,,,,
16.28.21,"Prirodno pluto, odstranjene kore ili grubo uobličeno ili u blokovima, pločama, listovima ili trakama; drobljeno, granulirano ili mljeveno pluto; otpaci od pluta",,,,,
16.28.22,Proizvodi od prirodnog pluta,,,,,
16.28.23,"Blokovi, ploče, listovi i trake, pločice svih oblika, čvrsti valjci, od aglomeriranog pluta",,,,,
16.28.24,Aglomerirano pluto; ostali proizvodi od aglomeriranog pluta,,,,,
16.28.25,"Proizvodi od slame, esparta ili drugih pletarskih materijala; košarački i pletarski proizvodi",,,,,
16.28.9,"Usluge proizvodnje drva i pluta, osim namještaja, te slame i pletarskih materijala; podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od drva, proizvoda od pluta, slame i pletarskih materijala",,,,,
16.28.91,"Usluge proizvodnje drva i pluta, osim namještaja, te slame i pletarskih materijala",,,,,
16.28.99,"Podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od drva i pluta, slame i pletarskih materijala",,,,,
17,Papir i proizvodi od papira,,,,,
17.1,"Celuloza, papir i karton",,,,,
17.11,Celuloza od drva ili drugih vlaknastih celuloznih materijala,,,,,
17.11.1,Celuloza od drva ili drugih vlaknastih celuloznih materijala,,,,,
17.11.11,"Kemijska drvna celuloza, topive kvalitete",,,,,
17.11.12,"Kemijska drvna celuloza, natronska ili sulfatna, osim celuloze topive kvalitete",,,,,
17.11.13,"Kemijska drvna celuloza, sulfitna, osim celuloze topive kvalitete",,,,,
17.11.14,"Mehanička drvna celuloza (drvenjača); polukemijska drvna celuloza; celuloza od drugih vlaknastih celuloznih materijala, osim drvne",,,,,
17.11.9,Podugovarateljski poslovi kao dio proizvodnje celuloze od drva ili drugih vlaknastih celuloznih materijala,,,,,
17.11.99,Podugovarateljski poslovi kao dio proizvodnje celuloze od drva ili drugih vlaknastih celuloznih materijala,,,,,
17.12,Papir i karton,,,,,
17.12.1,"Novinski papir, ručno izrađeni papir i ostali papir ili karton, za grafičke namjene",,,,,
17.12.11,"Novinski papir, u rolama ili listovima",,,,,
17.12.12,Ručno izrađeni papir i karton,,,,,
17.12.13,"Papir i karton koji se koristi kao podloga za fotoosjetljivi, toplinskoosjetljivi i elektroosjetljivi papir; papirnata podloga za karbonski papir; papirnata podloga za tapete",,,,,
17.12.14,Ostali papir i karton za grafičke namjene,,,,,
17.12.2,"Papir za izradu toaletnog papira ili papira za skidanje šminke, za ručnike ili salvete, celulozna vata i koprene od celuloznih vlakana",,,,,
17.12.20,"Papir za izradu toaletnog papira ili papira za skidanje šminke, za ručnike ili salvete, celulozna vata i koprene od celuloznih vlakana",,,,,
17.12.3,Ambalaža od papira i kartona,,,,,
17.12.31,"Kraftlajner, nebijeljeni i nepremazani",,,,,
17.12.32,Kraftlajner bijeljeni; kraftlajner premazani,,,,,
17.12.33,Fluting-papir od polukemijske celuloze,,,,,
17.12.34,Reciklirani fluting-papir i ostali-fluting papir,,,,,
17.12.35,Testliner (reciklirani slojeviti karton),,,,,
17.12.4,Ostali nepremazani papir,,,,,
17.12.41,"Nepremazani kraft-papir; kraft-papir za vreće, krepirani ili naborani",,,,,
17.12.42,"Sulfitni omotni papir i ostali nepremazani papir (osim papira za pisanje, tiskanje i ostale grafičke namjene)",,,,,
17.12.43,Filtar-papir i karton; pust-papir,,,,,
17.12.44,"Cigaretni papir, rezan ili nerezan ili u obliku cijevi širine > 5 cm",,,,,
17.12.5,Ostali nepremazani karton,,,,,
17.12.51,Nepremazani sivi karton,,,,,
17.12.59,"Ostali nepremazani karton, d. n.",,,,,
17.12.6,"Biljni pergament-papir, papir koji ne propušta mast, paus-papir, kristal-papir i ostali glazirani prozirni papiri ili papiri koji propuštaju svjetlo",,,,,
17.12.60,"Biljni pergament-papir, papir koji ne propušta mast, paus-papir, kristal-papir i ostali glazirani prozirni papiri ili papiri koji propuštaju svjetlo",,,,,
17.12.7,Prerađeni papir i karton,,,,,
17.12.71,"Složeni papir i karton, površinski nepremazan niti impregniran",,,,,
17.12.72,"Papir i karton, krepirani, naborani, reljefni ili perforirani",,,,,
17.12.73,"Papir i karton za pisanje, tiskanje ili za druge grafičke namjene, premazan kaolinom ili drugim anorganskim tvarima",,,,,
17.12.74,"Kraft-papir (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima",,,,,
17.12.75,"Kraft-karton (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima",,,,,
17.12.76,"Karbonski papir, samokopirni papir i ostali papir za kopiranje ili prenošenje, u rolama ili listovima",,,,,
17.12.77,"Papir, karton, celulozna vata, listovi i koprene od celuloznih vlakana, premazani, impregnirani, prekriveni, površinski obojeni ili tiskani, u rolama i listovima",,,,,
17.12.78,"Sivi karton (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima",,,,,
17.12.79,"Ostali karton (osim onoga koji se koristi za pisanje, tiskanje i ostale grafičke namjene) premazan kaolinom ili drugim anorganskim tvarima",,,,,
17.12.9,Podugovarateljski poslovi kao dio proizvodnje papira i kartona,,,,,
17.12.99,Podugovarateljski poslovi kao dio proizvodnje papira i kartona,,,,,
17.2,Proizvodi od papira i kartona,,,,,
17.21,"Valoviti papir, karton i ambalaža od papira i kartona",,,,,
17.21.1,"Valoviti papir, karton i ambalaža od papira i kartona",,,,,
17.21.11,"Valoviti karton, u rolama ili listovima",,,,,
17.21.12,Vreće i vrećice od papira,,,,,
17.21.13,Kutije i kutijice od valovitog papira ili kartona,,,,,
17.21.14,Složive kutije i kutijice od nevalovitog papira ili kartona,,,,,
17.21.15,"Kutije za spise, ladice za spise, kutije za spremanje i slični proizvodi koji se koriste u uredima, prodavaonicama i slično, od papira",,,,,
17.21.9,"Podugovarateljski poslovi kao dio proizvodnje valovitog papira, kartona i ambalaže od papira i kartona",,,,,
17.21.99,"Podugovarateljski poslovi kao dio proizvodnje valovitog papira, kartona i ambalaže od papira i kartona",,,,,
17.22,Roba za kućanstvo i higijenu te toaletne potrepštine od papira,,,,,
17.22.1,Roba za kućanstvo i higijenu te toaletne potrepštine od papira,,,,,
17.22.11,"Toaletni papir, džepni rupčići, listići za uklanjanje šminke, ručnici, stolnjaci i salvete od papirnate mase, papira, celulozne vate ili koprene od celuloznih vlakana",,,,,
17.22.12,"Higijenski ručnici i tamponi, dječje pelene i podlošci za pelene i slični higijenski proizvodi, odjeća i pribor za odjeću od papirnate mase, papira, celulozne vate ili koprene od celuloznih vlakana",,,,,
17.22.13,"Poslužavnici, zdjele, tanjuri, šalice i slično, od papira i kartona",,,,,
17.22.9,Podugovarateljski poslovi kao dio proizvodnje robe za kućanstvo i higijenu te toaletnih potrepština od papira,,,,,
17.22.99,Podugovarateljski poslovi kao dio proizvodnje robe za kućanstvo i higijenu te toaletnih potrepština od papira,,,,,
17.23,Uredski materijal od papira,,,,,
17.23.1,Uredski materijal od papira,,,,,
17.23.11,"Karbonski papir, samokopirni papir i ostali papir za kopiranje i prenošenje, osim u rolama ili listovima; matrice za umnožavanje i ofsetne ploče, od papira",,,,,
17.23.12,"Poštanske omotnice, pismovne dopisnice, dopisnice i kartice za dopisivanje, od papira ili kartona; kutije, vrećice, notesi i omoti, od papira ili kartona, koji sadržavaju uredski materijal od papira",,,,,
17.23.13,"Registri, knjigovodstvene knjige, korice za uvezivanje, obrasci i ostali uredski pribor od papira ili kartona",,,,,
17.23.14,"Ostali papir i karton koji se koristi za pisanje, tiskanje i ostale grafičke namjene, tiskani, reljefni ili perforirani",,,,,
17.23.9,Podugovarateljski poslovi kao dio proizvodnje uredskog materijala od papira,,,,,
17.23.99,Podugovarateljski poslovi kao dio proizvodnje uredskog materijala od papira,,,,,
17.24,Zidne tapete,,,,,
17.24.1,Zidne tapete,,,,,
17.24.11,Zidne tapete i slične zidne obloge od papira; papirnate vitrofanije (transparenti) za prozore,,,,,
17.24.12,Tekstilne zidne obloge,,,,,
17.24.9,Podugovarateljski poslovi kao dio proizvodnje zidnih tapeta,,,,,
17.24.99,Podugovarateljski poslovi kao dio proizvodnje zidnih tapeta,,,,,
17.25,Ostali proizvodi od papira i kartona,,,,,
17.25.1,Ostali proizvodi od papira i kartona,,,,,
17.25.11,Naljepnice od papira ili kartona,,,,,
17.25.12,"Filtar-blokovi, ploče i pločice od papirnate mase",,,,,
17.25.19,"Cigaretni papir (širine ≤ 5 cm); cijevke, valjčići, vretena i slične podloge; filtar-papir i karton; ostali proizvodi od papira i kartona, d. n.",,,,,
17.25.9,Podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od papira i kartona,,,,,
17.25.99,Podugovarateljski poslovi kao dio proizvodnje ostalih proizvoda od papira i kartona,,,,,
18,Usluge tiskanja i umnožavanja snimljenih zapisa,,,,,
18.1,Usluge tiskanja i usluge povezane s tiskanjem,,,,,
18.11,Usluge tiskanja novina,,,,,
18.11.0,Usluge tiskanja novina,,,,,
18.11.00,Usluge tiskanja novina,,,,,
18.12,Ostale usluge tiskanja,,,,,
18.12.0,Ostale usluge tiskanja,,,,,
18.12.01,"Usluge tiskanja poštanskih maraka, biljega, dokumenata ili spisa, pametnih kartica, čekova i ostalih vrijednosnih papira i sličnog",,,,,
18.12.02,"Usluge tiskanja reklamnih kataloga, prospekata, plakata i ostalih tiskanih reklamnih materijala",,,,,
18.12.03,Usluge tiskanja časopisa i ostalih periodičnih publikacija koje se izdaju rjeđe od četiri puta tjedno,,,,,
18.12.04,"Usluge tiskanja knjiga, mapa, hidrografskih i sličnih karata, slika, nacrta, fotografija, razglednica",,,,,
18.12.05,Usluge tiskanja naljepnica i etiketa,,,,,
18.12.06,Usluge tiskanja direktno na materijale osim papira,,,,,
18.12.09,"Ostale usluge tiskanja, d. n.",,,,,
18.13,Usluge pripreme za tisak i objavljivanje,,,,,
18.13.1,Usluge pripreme za tisak,,,,,
18.13.10,Usluge pripreme za tisak,,,,,
18.13.2,"Tiskarske ploče, cilindri i druge otisnute podloge za tisak",,,,,
18.13.20,"Tiskarske ploče, cilindri i druge otisnute podloge za tisak",,,,,
18.13.3,Pomoćne usluge povezane s tiskanjem,,,,,
18.13.30,Pomoćne usluge povezane s tiskanjem,,,,,
18.14,Knjigoveške i srodne usluge,,,,,
18.14.0,Knjigoveške i srodne usluge,,,,,
18.14.00,Knjigoveške i srodne usluge,,,,,
18.2,Usluge umnožavanja snimljenih zapisa,,,,,
18.20,Usluge umnožavanja snimljenih zapisa,,,,,
18.20.1,Usluge umnožavanja zvučnih zapisa,,,,,
18.20.10,Usluge umnožavanja zvučnih zapisa,,,,,
18.20.2,Usluge umnožavanja videozapisa,,,,,
18.20.20,Usluge umnožavanja videozapisa,,,,,
18.20.3,Usluge umnožavanja softvera,,,,,
18.20.30,Usluge umnožavanja softvera,,,,,
19,Koks i rafinirani naftni proizvodi,,,,,
19.1,Proizvodi koksnih peći,,,,,
19.10,Proizvodi koksnih peći,,,,,
19.10.1,"Koks i polukoks od ugljena, lignita ili treseta; retortni ugljen",,,,,
19.10.11,Koks i polukoks od ugljena ili lignita,,,,,
19.10.12,Koks i polukoks od treseta; retortni ugljen,,,,,
19.10.2,"Katran dobiven destilacijom ugljena, lignita ili treseta; ostali mineralni katrani",,,,,
19.10.20,"Katran dobiven destilacijom ugljena, lignita ili treseta; ostali mineralni katrani",,,,,
19.10.3,Smola i koks od smole,,,,,
19.10.30,Smola i koks od smole,,,,,
19.10.9,Podugovarateljski poslovi kao dio proizvodnje proizvoda koksnih peći,,,,,
19.10.99,Podugovarateljski poslovi kao dio proizvodnje proizvoda koksnih peći,,,,,
19.2,Rafinirani naftni proizvodi i proizvodi od fosilnih goriva,,,,,
19.20,Rafinirani naftni proizvodi i proizvodi od fosilnih goriva,,,,,
19.20.1,Briketi i slična kruta goriva,,,,,
19.20.11,Briketi i slična kruta goriva proizvedena od kamenog ugljena,,,,,
19.20.12,Briketi i slična kruta goriva proizvedena od lignita,,,,,
19.20.13,Briketi i slična kruta goriva proizvedena od treseta,,,,,
19.20.2,Loživa ulja i plin; maziva ulja,,,,,
19.20.21,Motorni benzin i benzin za zrakoplove,,,,,
19.20.22,White spirit („test-benzin”),,,,,
19.20.23,"Goriva za mlazne motore, benzinskog tipa, i kerozin",,,,,
19.20.24,Nafta,,,,,
19.20.25,Plinska ulja,,,,,
19.20.26,Srednja nafta; ostali srednji preparati,,,,,
19.20.27,Ostala loživa ulja,,,,,
19.20.28,Maziva ulja; ostali teški preparati,,,,,
19.20.3,"Naftni plinovi i ostali plinoviti ugljikovodici, osim prirodnog plina",,,,,
19.20.31,"Propan i butan, ukapljeni",,,,,
19.20.32,"Etilen, propilen, butilen i butadien",,,,,
19.20.33,"Ostali naftni plinovi ili plinoviti ugljikovodici, osim prirodnog plina",,,,,
19.20.4,Ostali naftni proizvodi,,,,,
19.20.41,Vazelin; parafinski vosak; naftni i ostali voskovi,,,,,
19.20.42,Naftni koks; naftni bitumen i drugi ostaci nafte,,,,,
19.20.9,Podugovarateljski poslovi kao dio proizvodnje rafiniranih naftnih proizvoda i proizvoda od fosilnih goriva,,,,,
19.20.99,Podugovarateljski poslovi kao dio proizvodnje rafiniranih naftnih proizvoda i proizvoda od fosilnih goriva,,,,,
20,Kemikalije i kemijski proizvodi,,,,,
20.1,"Osnovne kemikalije, gnojiva i dušični spojevi, plastika i sintetički kaučuk u primarnim oblicima",,,,,
20.11,Industrijski plinovi,,,,,
20.11.1,Industrijski plinovi,,,,,
20.11.11,"Vodik, argon, rijetki plinovi, dušik i kisik",,,,,
20.11.12,Ugljikov dioksid i ostali anorganski kisikovi spojevi nemetala,,,,,
20.11.13,Tekući i komprimirani zrak,,,,,
20.11.9,Podugovarateljski poslovi kao dio proizvodnje industrijskih plinova,,,,,
20.11.99,Podugovarateljski poslovi kao dio proizvodnje industrijskih plinova,,,,,
20.12,Bojila i pigmenti,,,,,
20.12.1,"Oksidi, peroksidi i hidroksidi",,,,,
20.12.11,Cinkov oksid i peroksid; titanovi oksidi,,,,,
20.12.12,"Kromovi, manganovi, olovni i bakreni oksidi i hidroksidi",,,,,
20.12.13,"Ostali metalni oksidi, peroksidi i hidroksidi, osim litijeva oksida i hidroksida",,,,,
20.12.2,Ekstrakti za štavljenje ili bojenje; tanini i njihovi derivati; ostale tvari za bojenje,,,,,
20.12.21,Sintetičke organske tvari za bojenje i pripravci na osnovi tih tvari; sintetički organski proizvodi koji se koriste kao sredstva za fluorescentno izbjeljivanje ili kao luminofori; lak-bojila i pripravci na osnovi lak-bojila,,,,,
20.12.22,"Ekstrakti za štavljenje biljnog podrijetla; tanini i njihove soli, eteri, esteri i ostali derivati; tvari za bojenje biljnog ili životinjskog podrijetla",,,,,
20.12.23,Sintetičke organske tvari za štavljenje; anorganske tvari za štavljenje; pripravci za štavljenje; enzimatski pripravci za predštavljenje,,,,,
20.12.24,Ostale tvari za bojenje; anorganski proizvodi koji se koriste kao luminofori,,,,,
20.12.9,Podugovarateljski poslovi kao dio proizvodnje bojila i pigmenata,,,,,
20.12.99,Podugovarateljski poslovi kao dio proizvodnje bojila i pigmenata,,,,,
20.13,Ostale anorganske osnovne kemikalije,,,,,
20.13.1,Obogaćeni uran i plutonij; osiromašeni uran i torij; ostali radioaktivni elementi,,,,,
20.13.11,Obogaćeni uran i plutonij te njihovi spojevi,,,,,
20.13.12,Osiromašeni uran i torij te njihovi spojevi,,,,,
