KPD 2025.,,
Šifra,Naziv,
A,"PROIZVODI POLJOPRIVREDE, ŠUMARSTVA I RIBARSTVA",
01,"Biljni i stočarski proizvodi, proizvodi lovstva i usluge povezane s njima",
27.11.42,"Ostali transformatori, snage ≤ 16 kVA",,,,,
27.11.43,"Ostali transformatori, snage > 16 kVA",,,,,
27.11.5,"Inverteri, ispravljači, pretvarači",,,,,
27.11.50,"Inverteri, ispravljači, pretvarači",,,,,
27.11.6,Balasti za žarulje i cijevi s pražnjenjem; ostali induktori,,,,,
27.11.60,Balasti za žarulje i cijevi s pražnjenjem; ostali induktori,,,,,
27.11.7,"Dijelovi za elektromotore, generatore i transformatore",,,,,
27.11.71,Dijelovi za elektromotore i generatore,,,,,
27.11.72,"Dijelovi za transformatore, induktore i statičke pretvarače",,,,,
27.11.9,"Podugovarateljski poslovi kao dio proizvodnje elektromotora, generatora i transformatora",,,,,
27.11.99,"Podugovarateljski poslovi kao dio proizvodnje elektromotora, generatora i transformatora",,,,,
27.12,Uređaji za distribuciju i kontrolu električne energije,,,,,
27.12.1,"Električni aparati za uključivanje/isključivanje i zaštitu električnih strujnih krugova, za napon > 1000 V",,,,,
27.12.10,"Električni aparati za uključivanje/isključivanje i zaštitu električnih strujnih krugova, za napon > 1000 V",,,,,
27.12.2,"Električni aparati za uključivanje/isključivanje i zaštitu električnih strujnih krugova, za napon ≤ 1000 V",,,,,
27.12.21,"Osigurači, za napon ≤ 1000 V",,,,,
27.12.22,"Automatski prekidači strujnih krugova, za napon ≤ 1000 V",,,,,
27.12.23,"Ostali aparati za zaštitu električnih strujnih krugova, za napon ≤ 1000 V",,,,,
27.12.24,"Releji, za napon ≤ 1000 V",,,,,
27.12.3,Pultovi,,,,,
27.12.31,"Pultovi i ostale osnove s električnim uređajima za uključivanje/isključivanje i zaštitu, za napon ≤ 1000 V",,,,,
27.12.32,"Pultovi i ostale osnove s električnim uređajima za uključivanje/isključivanje i zaštitu, za napon > 1000 V",,,,,
27.12.4,Dijelovi aparata za distribuciju i kontrolu električne energije,,,,,
27.12.40,Dijelovi aparata za distribuciju i kontrolu električne energije,,,,,
27.12.9,Podugovarateljski poslovi kao dio proizvodnje uređaja za distribuciju i kontrolu električne energije,,,,,
27.12.99,Podugovarateljski poslovi kao dio proizvodnje uređaja za distribuciju i kontrolu električne energije,,,,,
27.2,Baterije i akumulatori,,,,,
27.20,Baterije i akumulatori,,,,,
27.20.1,Primarne stanice i primarne baterije te njihovi dijelovi,,,,,
27.20.11,Primarne stanice i primarne baterije,,,,,
27.20.12,Dijelovi primarnih stanica i primarnih baterija,,,,,
27.20.2,Električni akumulatori i njihovi dijelovi,,,,,
27.20.21,Olovni akumulatori za pogon klipnih motora,,,,,
27.20.22,Olovni akumulatori,,,,,
27.20.23,"Nikal-kadmijev, nikal-hidridni, litij-polimerni, nikal-željezni i ostali električni akumulatori",,,,,
27.20.24,Litij-ionski akumulatori,,,,,
27.20.25,Dijelovi električnih akumulatora,,,,,
27.20.9,Podugovarateljski poslovi kao dio proizvodnje baterija i akumulatora,,,,,
27.20.99,Podugovarateljski poslovi kao dio proizvodnje baterija i akumulatora,,,,,
27.3,Žice i elektroinstalacijski materijali,,,,,
27.31,Kablovi od optičkih vlakana,,,,,
27.31.1,Kablovi od optičkih vlakana,,,,,
27.31.11,Kablovi od pojedinačno obloženih optičkih vlakana,,,,,
27.31.12,"Optička vlakna i snopovi optičkih vlakana; kablovi od optičkih vlakana, osim od pojedinačno obloženih vlakana",,,,,
27.31.9,Podugovarateljski poslovi kao dio proizvodnje kablova od optičkih vlakana,,,,,
27.31.99,Podugovarateljski poslovi kao dio proizvodnje kablova od optičkih vlakana,,,,,
27.32,Ostale elektroničke i električne žice i kablovi,,,,,
27.32.1,Ostale elektroničke i električne žice i kablovi,,,,,
27.32.11,Izolirana žica za namote,,,,,
27.32.12,Koaksijalni kablovi i ostali koaksijalni električni vodiči,,,,,
27.32.13,"Ostali električni vodiči, za napon ≤ 1000 V",,,,,
27.32.14,"Ostali električni vodiči, za napon > 1000 V",,,,,
27.32.9,Podugovarateljski poslovi kao dio proizvodnje ostalih elektroničkih i električnih žica i kablova,,,,,
27.32.99,Podugovarateljski poslovi kao dio proizvodnje ostalih elektroničkih i električnih žica i kablova,,,,,
27.33,Elektroinstalacijski materijal,,,,,
27.33.1,Elektroinstalacijski materijal,,,,,
27.33.11,"Prekidači, za napon ≤ 1000 V",,,,,
27.33.12,"Grla za žarulje, za napon ≤ 1000 V",,,,,
27.33.13,"Ostali utikači, utičnice i ostali uređaji za uključivanje/isključivanje i zaštitu električnih strujnih krugova",,,,,
27.33.14,Električni izolacijski pribor od plastike,,,,,
27.33.9,Podugovarateljski poslovi kao dio proizvodnje elektroinstalacijskog materijala,,,,,
27.33.99,Podugovarateljski poslovi kao dio proizvodnje elektroinstalacijskog materijala,,,,,
27.4,Rasvjetna oprema,,,,,
27.40,Rasvjetna oprema,,,,,
27.40.1,Žarulje s nitima ili izbijanjem; lučne žarulje,,,,,
27.40.11,Zatvoreni reflektorski ulošci s ugrađenim žaruljama,,,,,
27.40.12,"Volfram-halogene žarulje s nitima, osim ultraljubičastih i infracrvenih",,,,,
27.40.13,"Ostale žarulje s nitima, snage ≤ 200 W i za napon > 100 V, d. n.",,,,,
27.40.14,Ostale žarulje s nitima,,,,,
27.40.15,Žarulje s pražnjenjem; ultraljubičaste i infracrvene žarulje; lučne žarulje,,,,,
27.40.2,Svjetiljke i rasvjetna tijela,,,,,
27.40.21,"Prijenosne električne svjetiljke s vlastitim izvorom energije (npr. suhe baterije, akumulatori i magneti)",,,,,
27.40.22,"Električne svjetiljke za postavljanje na stol, uz krevet ili na pod",,,,,
27.40.23,Neelektrične svjetiljke i rasvjetna tijela,,,,,
27.40.24,"Osvijetljeni znakovi, osvijetljene pločice s imenima i slično",,,,,
27.40.25,Lusteri i ostala električna stropna i zidna rasvjetna tijela,,,,,
27.40.3,Ostale svjetiljke i rasvjetna tijela,,,,,
27.40.30,Ostale svjetiljke i rasvjetna tijela,,,,,
27.40.4,Dijelovi za svjetiljke i rasvjetnu opremu,,,,,
27.40.41,Dijelovi za žarulje s nitima ili izbijanjem,,,,,
27.40.42,Dijelovi za svjetiljke i rasvjetna tijela,,,,,
27.40.9,Podugovarateljski poslovi kao dio proizvodnje rasvjetne opreme,,,,,
27.40.99,Podugovarateljski poslovi kao dio proizvodnje rasvjetne opreme,,,,,
27.5,Aparati za kućanstvo,,,,,
27.51,Električni aparati za kućanstvo,,,,,
27.51.1,Hladnjaci i zamrzivači; strojevi za pranje rublja; električni pokrivači; ventilatori,,,,,
27.51.11,Hladnjaci i zamrzivači za kućanstvo,,,,,
27.51.12,Strojevi za pranje posuđa za kućanstvo,,,,,
27.51.13,Perilice i sušilice rublja za kućanstvo,,,,,
27.51.14,Električni pokrivači,,,,,
27.51.15,Ventilatori i nape za kućanstvo,,,,,
27.51.2,Ostali električni aparati za kućanstvo,,,,,
27.51.21,"Elektromehanički aparati za kućanstvo, s ugrađenim elektromotorom",,,,,
27.51.22,"Aparati za brijanje, šišanje i uklanjanje dlaka, s ugrađenim elektromotorom",,,,,
27.51.23,Elektrotermički aparati za uređivanje kose i aparati za sušenje ruku; električna glačala,,,,,
27.51.24,Ostali elektrotermički aparati,,,,,
27.51.25,Električna protočna ili akumulacijska grijala vode i uronjiva grijala,,,,,
27.51.26,Električni grijači prostorija i podova,,,,,
27.51.27,Mikrovalne pećnice,,,,,
27.51.28,"Ostale električne pećnice; štednjaci, kuhala i ploče za kuhanje; roštilji, ražnjevi",,,,,
27.51.29,Električni grijaći otpornici,,,,,
27.51.3,Dijelovi električnih aparata za kućanstvo,,,,,
27.51.30,Dijelovi električnih aparata za kućanstvo,,,,,
27.51.9,Podugovarateljski poslovi kao dio proizvodnje električnih aparata za kućanstvo,,,,,
27.51.99,Podugovarateljski poslovi kao dio proizvodnje električnih aparata za kućanstvo,,,,,
27.52,Neelektrični aparati za kućanstvo,,,,,
27.52.1,"Neelektrični aparati za kućanstvo, za grijanje i kuhanje",,,,,
27.52.11,"Neelektrični aparati za kuhanje i grijaći tanjuri za kućanstvo od željeza, čelika ili bakra",,,,,
27.52.12,"Ostali grijači prostorija za kućanstvo, na plinovita goriva ili kombinirana plinovita i druga goriva, na tekuća ili kruta goriva",,,,,
27.52.13,"Ostali neelektrični grijači zraka i razdjelnici toplog zraka, od željeza i čelika",,,,,
27.52.14,Neelektrični protočni i akumulacijski grijači vode,,,,,
27.52.2,"Dijelovi pećnica, štednjaka, aparata za grijanje tanjura i sličnih neelektričnih aparata za kućanstvo",,,,,
27.52.20,"Dijelovi pećnica, štednjaka, aparata za grijanje tanjura i sličnih neelektričnih aparata za kućanstvo",,,,,
27.52.9,Podugovarateljski poslovi kao dio proizvodnje neelektričnih aparata za kućanstvo,,,,,
27.52.99,Podugovarateljski poslovi kao dio proizvodnje neelektričnih aparata za kućanstvo,,,,,
27.9,Ostala električna oprema,,,,,
27.90,Ostala električna oprema,,,,,
27.90.1,Ostala električna oprema i njezini dijelovi,,,,,
27.90.11,Električni strojevi i aparati s posebnim funkcijama,,,,,
27.90.12,Električni izolatori; izolacijski pribor za električne strojeve i opremu; cijevi za električne vodiče,,,,,
27.90.13,"Ugljene elektrode i ostali proizvodi od grafita i drugih vrsta ugljika, s električnom namjenom",,,,,
27.90.14,Strojevi za galvanizaciju,,,,,
27.90.2,Indikacijske ploče s ugrađenim uređajima s tekućim kristalima ili svjetlećim diodama; električni uređaji za zvučnu i vizualnu signalizaciju,,,,,
27.90.20,Indikacijske ploče s ugrađenim uređajima s tekućim kristalima ili svjetlećim diodama; električni uređaji za zvučnu i vizualnu signalizaciju,,,,,
27.90.3,"Električni alati za lemljenje i zavarivanje, strojevi i aparati za površinsko kaljenje i vruće štrcanje",,,,,
27.90.31,Električni strojevi i aparati za lemljenje i zavarivanje; električni strojevi i aparati za vruće štrcanje metala ili sinteriranih metalnih karbida,,,,,
27.90.32,Dijelovi električnih strojeva i aparata za lemljenje i zavarivanje; električni strojevi i aparati za vruće štrcanje metala ili sinteriranih metalnih karbida,,,,,
27.90.33,Dijelovi ostale električne opreme; ostali električni dijelovi strojeva i aparata,,,,,
27.90.4,"Ostala električna oprema, d. n.",,,,,
27.90.41,Gorive ćelije,,,,,
27.90.42,"Prigušivači, za napon > 1000 V",,,,,
27.90.43,"Kabeli uređaja, produžni kabeli i ostali električni kabeli s izoliranom žicom i priključcima",,,,,
27.90.44,Elektromagneti; elektromagnetne spojke i kočnice; elektromagnetne glave za dizanje; ostali električni akceleratori čestica i ostala električna oprema,,,,,
27.90.45,Punjači za baterije i akumulatore,,,,,
27.90.5,Električni kondenzatori,,,,,
27.90.51,"Nepromjenjivi kondenzatori za uporabu u strujnim krugovima frekvencije 50/60 Hz i s reaktivnom snagom ≥ 0,5 kVAr",,,,,
27.90.52,Ostali nepromjenjivi kondenzatori,,,,,
27.90.53,Promjenljivi ili prilagodljivi (unaprijed podesivi) kondenzatori,,,,,
27.90.6,"Električni otpornici, osim grijaćih otpornika",,,,,
27.90.60,"Električni otpornici, osim grijaćih otpornika",,,,,
27.90.7,"Električna oprema za signalizaciju, sigurnost, upravljanje prometom i nadzor prometa na željezničkim i tramvajskim prugama, cestama, unutarnjim vodenim putovima, parkiralištima, u lučkim postrojenjima ili zračnim lukama",,,,,
27.90.70,"Električna oprema za signalizaciju, sigurnost, upravljanje prometom i nadzor prometa na željezničkim i tramvajskim prugama, cestama, unutarnjim vodenim putovima, parkiralištima, u lučkim postrojenjima ili zračnim lukama",,,,,
27.90.8,"Dijelovi električnih kondenzatora, električnih otpornika, reostata i potenciometara",,,,,
27.90.81,Dijelovi električnih kondenzatora,,,,,
27.90.82,"Dijelovi električnih otpornika, reostata i potenciometara",,,,,
27.90.9,Podugovarateljski poslovi kao dio proizvodnje ostale električne opreme,,,,,
27.90.99,Podugovarateljski poslovi kao dio proizvodnje ostale električne opreme,,,,,
28,"Strojevi i uređaji, d. n.",,,,,
28.1,Strojevi za opće namjene,,,,,
28.11,"Motori i turbine, osim motora za zrakoplove i motorna vozila",,,,,
28.11.1,"Motori, osim motora za zrakoplove i motorna vozila",,,,,
28.11.11,Izvanbrodski motori za pogon plovila,,,,,
28.11.12,"Motori za pogon plovila, na paljenje s pomoću svjećica; ostali motori",,,,,
28.11.13,"Ostali klipni motori s unutarnjim izgaranjem, na paljenje s pomoću kompresije",,,,,
28.11.2,Turbine,,,,,
28.11.21,Turbine na vodenu paru i druge parne turbine,,,,,
28.11.22,Hidraulične turbine i vodenična kola,,,,,
28.11.23,"Plinske turbine, osim turbomlaznih i turbopropelerskih",,,,,
28.11.24,Turbine na vjetar,,,,,
28.11.3,Dijelovi turbina,,,,,
28.11.31,Dijelovi turbina na vodenu paru i drugih parnih turbina,,,,,
28.11.32,Dijelovi hidrauličnih turbina i vodeničnih kola,,,,,
28.11.33,"Dijelovi plinskih turbina, osim turbomlaznih i turbopropelerskih",,,,,
28.11.34,Dijelovi vjetroturbina,,,,,
28.11.4,Dijelovi motora,,,,,
28.11.41,"Dijelovi motora s unutarnjim izgaranjem na paljenje s pomoću svjećica, osim dijelova za motore zrakoplova",,,,,
28.11.49,"Dijelovi ostalih motora, d. n.",,,,,
28.11.9,"Podugovarateljski poslovi kao dio proizvodnje motora i turbina, osim motora za zrakoplove i motorna vozila",,,,,
28.11.99,"Podugovarateljski poslovi kao dio proizvodnje motora i turbina, osim motora za zrakoplove i motorna vozila",,,,,
28.12,Hidraulični pogonski uređaji,,,,,
28.12.1,"Hidraulični pogonski uređaji, osim dijelova",,,,,
28.12.11,Hidraulični i pneumatski motori linearnog djelovanja (cilindri),,,,,
28.12.12,Rotirajući hidraulični i pneumatski motori,,,,,
28.12.13,Hidraulične crpke,,,,,
28.12.14,Hidraulični i pneumatski ventili,,,,,
28.12.15,Hidraulične jedinice,,,,,
28.12.16,Hidraulični sustavi,,,,,
28.12.2,Dijelovi hidrauličnih pogonskih uređaja,,,,,
28.12.20,Dijelovi hidrauličnih pogonskih uređaja,,,,,
28.12.9,Podugovarateljski poslovi kao dio proizvodnje hidrauličnih pogonskih uređaja,,,,,
28.12.99,Podugovarateljski poslovi kao dio proizvodnje hidrauličnih pogonskih uređaja,,,,,
28.13,Ostale crpke i kompresori,,,,,
28.13.1,Crpke za tekućine; elevatori tekućina,,,,,
28.13.11,"Crpke za gorivo, podmazivanje, rashladne medije i beton",,,,,
28.13.12,"Ostale crpke za potiskivanje s izmjeničnim kretanjem, za tekućine",,,,,
28.13.13,"Ostale crpke za potiskivanje s rotacijskim kretanjem, za tekućine",,,,,
28.13.14,Ostale centrifugalne crpke za tekućine; ostale crpke,,,,,
28.13.2,Zračne i vakuumske crpke; zračni i ostali plinski kompresori,,,,,
28.13.21,Vakuumske crpke,,,,,
28.13.22,Zračne crpke na ručni ili nožni pogon,,,,,
28.13.23,Kompresori za rashladne uređaje,,,,,
28.13.24,"Kompresori zraka, ugrađeni na šasiji prikolice za vuču",,,,,
28.13.25,Turbokompresori,,,,,
28.13.26,Oscilirajući potisni kompresori,,,,,
28.13.27,"Rotirajući potisni kompresori, s jednom ili više osovina",,,,,
28.13.28,Ostali kompresori,,,,,
28.13.3,Dijelovi crpki i kompresora,,,,,
28.13.31,Dijelovi crpki; dijelovi elevatora tekućina,,,,,
28.13.32,"Dijelovi zračnih i vakuumskih crpki, zračnih i plinskih kompresora, ventilatora i napa",,,,,
28.13.9,Podugovarateljski poslovi kao dio proizvodnje ostalih crpki i kompresora,,,,,
28.13.99,Podugovarateljski poslovi kao dio proizvodnje ostalih crpki i kompresora,,,,,
28.14,Ostale slavine i ventili,,,,,
28.14.1,"Slavine, pipci, ventili i slični uređaji za cjevovode, kotlove, spremnike, kace i slično",,,,,
28.14.11,"Ventili za snižavanje tlaka, kontrolni i sigurnosni ventili",,,,,
28.14.12,"Slavine, pipci, ventili za sudopere, umivaonike, bidee, vodokotliće, kade i slične predmete; ventili za radijatore za centralno grijanje",,,,,
28.14.13,"Regulacijski ventili, zaporni, okrugli i ostali ventili",,,,,
28.14.2,"Dijelovi slavina, ventila i sličnih proizvoda",,,,,
28.14.20,"Dijelovi slavina, ventila i sličnih proizvoda",,,,,
28.14.9,Podugovarateljski poslovi kao dio proizvodnje ostalih slavina i ventila,,,,,
28.14.99,Podugovarateljski poslovi kao dio proizvodnje ostalih slavina i ventila,,,,,
28.15,"Ležajevi, prijenosnici, prijenosni i pogonski elementi",,,,,
28.15.1,Kuglični i valjkasti ležajevi,,,,,
28.15.10,Kuglični i valjkasti ležajevi,,,,,
28.15.2,"Ostali ležajevi, prijenosnici, prijenosni i pogonski elementi",,,,,
28.15.21,"Prijenosni člankasti lanci, od željeza ili čelika",,,,,
28.15.22,Transmisijska vratila i poluge,,,,,
28.15.23,Kućišta za ležajeve i klizni ležajevi,,,,,
28.15.24,Zupčanici; kuglična i valjkasta vretena; mjenjačke kutije i ostali mjenjači brzina,,,,,
28.15.25,"Zamašnjaci, remenice i užnice",,,,,
28.15.26,Uključne spojke i spojke za vratila,,,,,
28.15.3,"Dijelovi ležajeva, prijenosnika i pogonskih elemenata",,,,,
28.15.31,"Kuglice, iglice i valjci; dijelovi kugličnih i valjkastih ležajeva",,,,,
28.15.32,"Dijelovi prijenosnih člankastih lanaca, od željeza i čelika",,,,,
28.15.39,"Dijelovi ležajeva i pogonskih elemenata, d. n.",,,,,
28.15.9,"Podugovarateljski poslovi kao dio proizvodnje ležajeva, prijenosnika te prijenosnih i pogonskih elemenata",,,,,
28.15.99,"Podugovarateljski poslovi kao dio proizvodnje ležajeva, prijenosnika te prijenosnih i pogonskih elemenata",,,,,
28.2,Ostali strojevi za opće namjene,,,,,
28.21,"Peći, kamini i trajna oprema za grijanje kućanstva",,,,,
28.21.1,"Peći, kamini i trajna oprema za grijanje kućanstva",,,,,
28.21.11,Plamenici; mehanički uređaji za loženje; mehanički odstranjivači pepela i slično,,,,,
28.21.12,Neelektrične industrijske ili laboratorijske peći,,,,,
28.21.13,Električne industrijske i laboratorijske peći; indukcijska i dielektrična grijaća oprema,,,,,
28.21.14,Nereverzibilne toplinske crpke,,,,,
28.21.15,Rashladna i ventilacijska oprema za kućanstvo,,,,,
28.21.16,Kotlovi za centralno grijanje za proizvodnju tople vode ili pare niskog pritiska,,,,,
28.21.17,Ostala trajna oprema za grijanje kućanstva,,,,,
28.21.18,"Dijelovi peći, kamina i trajne opreme za grijanje kućanstva",,,,,
28.21.19,Dijelovi kotlova za centralno grijanje,,,,,
28.21.9,"Podugovarateljski poslovi kao dio proizvodnje peći, kamina i trajne opreme za grijanje kućanstva",,,,,
28.21.99,"Podugovarateljski poslovi kao dio proizvodnje peći, kamina i trajne opreme za grijanje kućanstva",,,,,
28.22,Uređaji za dizanje i prenošenje,,,,,
28.22.1,Uređaji za dizanje i prenošenje te njihovi dijelovi,,,,,
28.22.11,Koloturni sustavi i ostale dizalice-koloturnici,,,,,
28.22.12,Izvozni uređaji za okna; vitla posebno izrađena za uporabu pod zemljom; ostala vitla; vitla s vertikalnom osovinom,,,,,
28.22.13,Dizalice za teški teret; dizalice za podizanje vozila,,,,,
28.22.14,"Toranjske dizalice; dizalice (kranovi); pokretne portalne dizalice, pokretni nosači i teretni kamioni opremljeni dizalicom (kranom)",,,,,
28.22.15,Viličari; ostala teretna radna kolica; vučna vozila vrste koja se upotrebljava na peronima željezničkih kolodvora,,,,,
28.22.16,"Osobna i teretna dizala, pokretne stube i staze",,,,,
28.22.17,"Pneumatska i ostala dizala i konvejeri koji rade kontinuirano, za robu i materijal",,,,,
28.22.18,"Ostali uređaji za dizanje, prenošenje, utovar i istovar",,,,,
28.22.19,Dijelovi uređaja za dizanje i prenošenje,,,,,
28.22.2,"Vjedrice, lopate, hvataljke i kliješta za dizalice, kranove i slično",,,,,
28.22.20,"Vjedrice, lopate, hvataljke i kliješta za dizalice, kranove i slično",,,,,
28.22.9,Podugovarateljski poslovi kao dio proizvodnje uređaja za dizanje i prenošenje,,,,,
28.22.99,Podugovarateljski poslovi kao dio proizvodnje uređaja za dizanje i prenošenje,,,,,
28.23,"Uredski strojevi i oprema, osim računala i periferne opreme",,,,,
28.23.1,Računovodstveni strojevi i slični strojevi s ugrađenim uređajem za računanje,,,,,
28.23.10,Računovodstveni strojevi i slični strojevi s ugrađenim uređajem za računanje,,,,,
28.23.2,Uredski strojevi i njihovi dijelovi,,,,,
28.23.21,Uredski strojevi,,,,,
28.23.22,Dijelovi i pribor za uredske strojeve,,,,,
28.23.9,"Usluge proizvodnje uredskih i računovodstvenih strojeva, osim računala i periferne opreme; podugovarateljski poslovi kao dio proizvodnje uredskih strojeva i opreme, osim računala i periferne opreme",,,,,
28.23.91,"Usluge proizvodnje uredskih i računovodstvenih strojeva, osim računala i periferne opreme",,,,,
28.23.99,"Podugovarateljski poslovi kao dio proizvodnje uredskih strojeva i opreme, osim računala i periferne opreme",,,,,
28.24,Mehanizirani ručni alat,,,,,
28.24.1,Elektromehanički ručni alat; ostali prijenosni mehanizirani ručni alat,,,,,
28.24.11,Elektromehanički ručni alat s ugrađenim elektromotorom,,,,,
28.24.12,Ostali prijenosni mehanizirani ručni alat,,,,,
28.24.2,Dijelovi mehaniziranoga ručnog alata,,,,,
28.24.21,Dijelovi elektromehaničkoga ručnog alata s ugrađenim elektromotorom,,,,,
28.24.22,Dijelovi ostaloga prijenosnog mehaniziranog ručnog alata,,,,,
28.24.9,Podugovarateljski poslovi kao dio proizvodnje mehaniziranog ručnog alata,,,,,
28.24.99,Podugovarateljski poslovi kao dio proizvodnje mehaniziranog ručnog alata,,,,,
28.25,"Rashladna i ventilacijska oprema, osim za kućanstva",,,,,
28.25.1,"Izmjenjivači topline; uređaji za klimatizaciju, oprema za hlađenje i zamrzavanje, osim za kućanstvo",,,,,
28.25.11,Izmjenjivači topline i uređaji za proizvodnju ukapljenog zraka i drugih plinova,,,,,
28.25.12,Uređaji za klimatizaciju,,,,,
28.25.13,Oprema za hlađenje i zamrzavanje te reverzibilne toplinske crpke,,,,,
28.25.14,Uređaji i aparati za filtriranje i pročišćivanje plinova,,,,,
28.25.2,"Ventilatori, osim stolnih, podnih, zidnih, prozorskih, stropnih i krovnih",,,,,
28.25.20,"Ventilatori, osim stolnih, podnih, zidnih, prozorskih, stropnih i krovnih",,,,,
28.25.3,Dijelovi opreme za hlađenje i zamrzavanje te toplinskih crpki,,,,,
28.25.30,Dijelovi opreme za hlađenje i zamrzavanje te toplinskih crpki,,,,,
28.25.9,"Podugovarateljski poslovi kao dio proizvodnje rashladne i ventilacijske opreme, osim za kućanstva",,,,,
28.25.99,"Podugovarateljski poslovi kao dio proizvodnje rashladne i ventilacijske opreme, osim za kućanstva",,,,,
28.29,"Ostali strojevi za opće namjene, d. n.",,,,,
28.29.1,"Generatori plina, aparati za destilaciju i filtriranje",,,,,
28.29.11,Generatori za generatorski i vodeni plin; acetilenski generatori i slično; uređaji za destilaciju i rektifikaciju,,,,,
28.29.12,Strojevi i aparati za filtriranje i pročišćavanje tekućina,,,,,
28.29.13,"Filtri za ulje, gorivo i usisni zrak, za motore s unutarnjim izgaranjem",,,,,
28.29.2,"Strojevi za čišćenje, punjenje, pakiranje i zamatanje boca i druge ambalaže; aparati za gašenje požara, pištolji za prskanje, strojevi za izbacivanje pare ili pijeska; brtve",,,,,
28.29.21,"Strojevi za čišćenje, punjenje, pakiranje i zamatanje boca i druge ambalaže",,,,,
28.29.22,"Aparati za gašenje požara, pištolji za prskanje, strojevi za izbacivanje pare ili pijeska i slični aparati, osim za uporabu u poljoprivredi",,,,,
28.29.23,Brtve od metalnih listova; mehaničke brtve,,,,,
28.29.3,"Industrijski, kućanski i ostali uređaji za vaganje i mjerenje",,,,,
28.29.31,Uređaji za vaganje za uporabu u industriji; vage za kontinuirano vaganje robe na konvejerima; vage za konstantnu masu i vage za ispuštanje unaprijed određene mase,,,,,
28.29.32,Osobne vage i vage za kućanstvo,,,,,
28.29.33,Ostali uređaji za vaganje i mjerenje,,,,,
28.29.4,"Centrifuge, kalanderi i automati za prodaju robe",,,,,
28.29.41,Centrifuge,,,,,
28.29.42,"Kalanderi i ostali strojevi za valjanje, osim za metale i staklo",,,,,
28.29.43,Automati za prodaju robe,,,,,
28.29.5,"Strojevi za pranje posuđa, industrijskog tipa",,,,,
28.29.50,"Strojevi za pranje posuđa, industrijskog tipa",,,,,
28.29.6,Ostali strojevi za obradu materijala promjenom temperature,,,,,
28.29.60,Ostali strojevi za obradu materijala promjenom temperature,,,,,
28.29.7,Neelektrični strojevi i aparati za lemljenje i zavarivanje i njihovi dijelovi; plinski strojevi i aparati za površinsku toplinsku obradu,,,,,
28.29.70,Neelektrični strojevi i aparati za lemljenje i zavarivanje i njihovi dijelovi; plinski strojevi i aparati za površinsku toplinsku obradu,,,,,
28.29.8,"Dijelovi ostalih strojeva za opće namjene, d. n.",,,,,
28.29.81,Dijelovi generatora plina i vodenog plina,,,,,
28.29.82,Dijelovi centrifuga; dijelovi strojeva i aparata za filtriranje i pročišćavanje tekućina i plinova,,,,,
28.29.83,Dijelovi kalandera i ostalih strojeva za valjanje; dijelovi aparata za prskanje; utezi za vage,,,,,
28.29.84,Dijelovi strojeva koji ne sadržavaju električne konektore,,,,,
28.29.85,"Dijelovi strojeva za pranje posuđa i strojeva za čišćenje, punjenje, pakiranje i zamatanje",,,,,
28.29.86,Dijelovi neelektričnih strojeva i aparata za lemljenje i zavarivanje; plinski strojevi i aparati za površinsku toplinsku obradu,,,,,
28.29.9,"Podugovarateljski poslovi kao dio proizvodnje ostalih strojeva za opće namjene, d. n.",,,,,
28.29.99,"Podugovarateljski poslovi kao dio proizvodnje ostalih strojeva za opće namjene, d. n.",,,,,
28.3,Strojevi za poljoprivredu i šumarstvo,,,,,
28.30,Strojevi za poljoprivredu i šumarstvo,,,,,
28.30.1,"Poljoprivredni traktori, traktori za šumarstvo, jednoosovinski traktori i traktori gusjeničari",,,,,
28.30.11,"Traktori na kotačima, snage ≤ 37 kW",,,,,
28.30.12,"Traktori na kotačima, snage > 37 kW, ali ≤ 59 kW",,,,,
28.30.13,"Traktori na kotačima, snage > 59 kW",,,,,
28.30.14,Traktori gusjeničari,,,,,
28.30.15,"Traktori, jednoosovinski (motokultivatori)",,,,,
28.30.2,Strojevi za pripremu zemlje,,,,,
28.30.21,Plugovi,,,,,
28.30.22,"Drljače, brane, kultivatori, plijevilice i kopačice",,,,,
28.30.23,"Sijačice, sadilice i rasađivači",,,,,
28.30.24,Raspodjeljivači stajnjaka ili gnojiva,,,,,
28.30.29,"Strojevi za pripremu zemlje, d. n.",,,,,
28.30.3,"Kosilice za travnjake, parkove i sportske terene",,,,,
28.30.30,"Kosilice za travnjake, parkove i sportske terene",,,,,
28.30.4,Strojevi za žetvu,,,,,
28.30.41,Ostale kosilice,,,,,
28.30.42,Strojevi za proizvodnju sijena,,,,,
28.30.43,Strojevi za baliranje slame ili stočne hrane,,,,,
28.30.44,Strojevi za vađenje korjenastih i gomoljastih biljaka,,,,,
28.30.49,"Strojevi za žetvu i vršidbu, d. n.",,,,,
28.30.5,"Strojevi za izbacivanje, raspršivanje i prskanje tekućine ili praha, za poljoprivredu i vrtlarstvo",,,,,
28.30.50,"Strojevi za izbacivanje, raspršivanje i prskanje tekućine ili praha, za poljoprivredu i vrtlarstvo",,,,,
28.30.6,Samoutovarne i samoistovarne prikolice i poluprikolice za poljoprivredu,,,,,
28.30.60,Samoutovarne i samoistovarne prikolice i poluprikolice za poljoprivredu,,,,,
28.30.7,Ostali strojevi za poljoprivredu,,,,,
